Username,Tweet,Hashtags,clean_tweet,polarity,subjectivity,sentiment
"""Beltway"" Greg",Trump’s physical claims Trump has 4.3% body fat.  (Maybe in his left hand.) Get that man a burger he’s gonna starve.   #Trump2024 #Trumpphysical,"#Trump2024, #Trumpphysical",trumps physical claims trump body fat maybe left hand get man burger hes gon starve trump trumpphysical,0.0,0.0714285714285714,Neutral
Make America Great Again,"Good morning MAGA! Today it's April 15th and I'm still feeling like a brand new person. After being sober for 272 days, I no longer feel worthless in this world. Have a blessed day everyone!  #AlcoholFreeLife #Trump2024 #MAGA #StaySoberMyFriends #GodBlessAmerica #ChristIsKing","#AlcoholFreeLife, #Trump2024, #MAGA, #StaySoberMyFriends, #GodBlessAmerica, #ChristIsKing",good morning maga today april still feeling like brand new person sober days longer feel worthless world blessed day everyone alcoholfreelife trump maga staysobermyfriends godblessamerica christisking,0.034090909090909,0.5386363636363637,Positive
MAGA-MEME-LORD," Patriots, listen up! Don’t throw away the blessings of this GREAT NATION by chasing globalist pipe dreams. Epicurus had it right—cherish the freedom, strength, and values we’ve got!  #MAGA #AmericaFirst #DrainTheSwamp #Trump2024 #ConservativeValues #Epicurus #PatriotMindset","#MAGA, #AmericaFirst, #DrainTheSwamp, #Trump2024, #ConservativeValues, #Epicurus, #PatriotMindset",patriots listen dont throw away blessings great nation chasing globalist pipe dreams epicurus rightcherish freedom strength values weve got maga americafirst draintheswamp trump conservativevalues epicurus patriotmindset,0.8,0.75,Positive
Dolly Alberts,"President Trump proudly shares his perfect score on the cognitive test, emphasizing transparency and strength. ""That's what the American people want.""  #Trump2024 #CognitiveTest #Leadership #Election2024","#Trump2024, #CognitiveTest, #Leadership, #Election2024",president trump proudly shares perfect score cognitive test emphasizing transparency strength thats american people want trump cognitivetest leadership election,0.6,0.6666666666666666,Positive
Joshua T. Hosler,"BREAKING: Japan is coming to the table to negotiate with Trump.  0% tariffs  End currency manipulation  Fair trade for America
Why?
Because Trump's tariffs work.
No more one-sided deals.
No more global freeloading.
America’s leverage is back. ",,breaking japan coming table negotiate trump tariffs end currency manipulation fair trade america trumps tariffs work onesided deals global freeloading americas leverage back,0.2333333333333333,0.3,Positive
Make America Great Again,"Trump’s out here winning so hard the left’s crying into their soy lattes, and MAGA’s just popping popcorn. Borders? Secure. Jobs? Piling up. Libs? Big mad. It’s almost unfair how good this feels—almost. Who’s ready to rub it in their faces?  #Trump2024 #MAGAvengeance","#Trump2024, #MAGAvengeance",trumps winning hard lefts crying soy lattes magas popping popcorn borders secure jobs piling libs big mad almost unfair good feelsalmost whos ready rub faces trump magavengeance,0.0203703703703703,0.6324074074074074,Positive
XZherron,"The House barely passed Trump’s blueprint.
GOP infighting. Senate wobbling.
Josh breaks it down—spines were checked, diapers were issued. #FJBNews #30SecondsOfFury #Trump2024 #DrainTheSwamp #SpendingCuts","#FJBNews, #30SecondsOfFury, #Trump2024, #DrainTheSwamp, #SpendingCuts",house barely passed trumps blueprint gop infighting senate wobbling josh breaks downspines checked diapers issued fjbnews secondsoffury trump draintheswamp spendingcuts,0.05,0.1,Positive
BOSSO,That’s how it looks like now!  #USA #china #TrumpTariffs #Trump2024 #USPolitics #POTUS,"#USA, #china, #TrumpTariffs, #Trump2024, #USPolitics, #POTUS",thats looks like usa china trumptariffs trump uspolitics potus,0.0,0.0,Neutral
Modern HipHop TV,Aye somone call the secret service something ain’t right here  #trump #donaldtrump #trump2024 #maga #makeamericagreatagain #comedy #funny #news #losangeles #newyork #modernhiphoptv,"#trump, #donaldtrump, #trump2024, #maga, #makeamericagreatagain, #comedy, #funny, #news, #losangeles, #newyork, #modernhiphoptv",aye somone call secret service something aint right trump donaldtrump trump maga makeamericagreatagain comedy funny news losangeles newyork modernhiphoptv,0.0452380952380952,0.7452380952380953,Positive
MAGA United - Trump 2024-2028,"We remember the cost…
Not out of guilt,
But out of gratitude. #GoodFriday #JesusSaves #Trump2024 #ElSalvador","#GoodFriday, #JesusSaves, #Trump2024, #ElSalvador",remember cost guilt gratitude goodfriday jesussaves trump elsalvador,0.0,0.0,Neutral
PlanetHank,"""Becca Balint calling Trump supporters 'brown shirts' is peak unhinged!   Comparing everyday Americans to Nazis?   Vermont deserves better than this divisive nonsense.  #BeccaBlunder #Trump2024 #Vermont https:// tatus/1912484117888762347 … https:// t/status/1912527548342296802 …","#BeccaBlunder, #Trump2024, #Vermont",becca balint calling trump supporters brown shirts peak unhinged comparing everyday americans nazis vermont deserves better divisive nonsense beccablunder trump vermont tatus tstatus,0.15,0.55,Positive
Seminole County GOP,#DonaldTrump #Trump2024 #TrumpVance2024 #GOP #america #freedom #liberty #election #Election2024 #florida #floridagop #seminolegop #centralflorida #orlando #sanfordfl #oviedo #lakemaryfl #casselberry #altamontesprings #winterspringsflorida #chuluotafl #heathrowfl #genevafl,"#DonaldTrump, #Trump2024, #TrumpVance2024, #GOP, #america, #freedom, #liberty, #election, #Election2024, #florida, #floridagop, #seminolegop, #centralflorida, #orlando, #sanfordfl, #oviedo, #lakemaryfl, #casselberry, #altamontesprings, #winterspringsflorida, #chuluotafl, #heathrowfl, #genevafl",donaldtrump trump trumpvance gop america freedom liberty election election florida floridagop seminolegop centralflorida orlando sanfordfl oviedo lakemaryfl casselberry altamontesprings winterspringsflorida chuluotafl heathrowfl genevafl,0.0,0.0,Neutral
Valerie Motley,"You can’t prepare for war while outsourcing your ammo to the enemy.
Only Trump had the guts to call it out: bring manufacturing HOME.
Peace through strength starts with self-reliance.  #AmericaFirst #Trump2024","#AmericaFirst, #Trump2024",cant prepare war outsourcing ammo enemy trump guts call bring manufacturing home peace strength starts selfreliance americafirst trump,0.0,0.0,Neutral
Dan Peña,"SEVERAL MONTHS AGO, I SAID  @realDonaldTrump   WOULD WIN IN A LANDSLIDE! IT WAS VERY PREDICTABLE, IF U READ BETWEEN THE LIBERAL MEDIA LINES OF CRAP! IT WAS AS EASY AS ME CALLING NEGATIVE OIL IN 2020!

Read Dan's Full Commentary at  https:// ctory-prediction-dan-pe%25C3%25B1a-ussje … #trump2024 #USelection2024","#trump2024, #USelection2024",several months ago said would win landslide predictable read liberal media lines crap easy calling negative oil read dans full commentary ctorypredictiondanpecbaussje trump uselection,0.0404761904761904,0.4976190476190476,Positive
Jacklyn Keeley,I love him more and more every single day!  #Trump2024 #MAGA,"#Trump2024, #MAGA",love every single day trump maga,0.2142857142857143,0.4071428571428571,Positive
Uncensored USA," Trump’s U.S. Steel-Nippon deal is a win for Pennsylvania! Revitalizing manufacturing, creating jobs, and countering China’s influence. America First in action!  #MAGA #Trump2024","#MAGA, #Trump2024",trumps steelnippon deal win pennsylvania revitalizing manufacturing creating jobs countering chinas influence america first action maga trump,0.3833333333333333,0.2777777777777778,Positive
Seminole County GOP,#DonaldTrump #Trump2024 #MAGA #GOP #america #jobs #freedom #election #economy #prosperity #Election2024 #florida #floridagop #centralflorida #orlando #sanfordfl #oviedo #lakemaryfl #casselberry #altamontesprings #winterspringsflorida #chuluotafl #heathrowfl #genevafl @everyone,"#DonaldTrump, #Trump2024, #MAGA, #GOP, #america, #jobs, #freedom, #election, #economy, #prosperity, #Election2024, #florida, #floridagop, #centralflorida, #orlando, #sanfordfl, #oviedo, #lakemaryfl, #casselberry, #altamontesprings, #winterspringsflorida, #chuluotafl, #heathrowfl, #genevafl",donaldtrump trump maga gop america jobs freedom election economy prosperity election florida floridagop centralflorida orlando sanfordfl oviedo lakemaryfl casselberry altamontesprings winterspringsflorida chuluotafl heathrowfl genevafl,0.0,0.0,Neutral
Valerie Motley,"Trump, Elon, and Lil X walk into West Palm Beach…
The media melts faster than a snowflake in July  #Trump2024 #ElonMusk #PowerMoves","#Trump2024, #ElonMusk, #PowerMoves",trump elon lil walk west palm beach media melts faster snowflake july trump elonmusk powermoves,0.0,0.0,Neutral
DefenseMirror,U.S. Base Commander in Greenland Removed after Rejecting Trump VP’s Annexation Speech:: https:// __Base_Commander_in_Greenland_Removed_after_Rejecting_Trump_VP___s_Annexation_Speech … #Trump #JDVance #Greenland #USMilitary #Annexation #SpaceForce #PituffikBase #SusanMeyers #Pentagon #DefensePolicy #Trump2024 #MilitaryNews #Geopolitics,"#Trump, #JDVance, #Greenland, #USMilitary, #Annexation, #SpaceForce, #PituffikBase, #SusanMeyers, #Pentagon, #DefensePolicy, #Trump2024, #MilitaryNews, #Geopolitics",base commander greenland removed rejecting trump vps annexation speech basecommanderingreenlandremovedafterrejectingtrumpvpsannexationspeech trump jdvance greenland usmilitary annexation spaceforce pituffikbase susanmeyers pentagon defensepolicy trump militarynews geopolitics,-0.8,1.0,Negative
XZherron,"Trump’s envoy just landed in Russia—again.
Peace talks delayed for months thanks to Biden, Blinken & Kerry playing world police.
Josh breaks it down: who caused this mess—and who’s cleaning it up. #FJBNews #30SecondsOfFury #Trump2024 #PeaceNotPolitics","#FJBNews, #30SecondsOfFury, #Trump2024, #PeaceNotPolitics",trumps envoy landed russiaagain peace talks delayed months thanks biden blinken kerry playing world police josh breaks caused messand whos cleaning fjbnews secondsoffury trump peacenotpolitics,0.2,0.2,Positive
Seminole County GOP,#DonaldTrump #Trump2024 #MAGA #GOP #inflation #prosperity #america #jobs #freedom #election #economy #prosperity #Election2024 #florida #floridagop #centralflorida #orlando #sanfordfl #oviedo #lakemaryfl #casselberry #altamontesprings #winterspringsflorida #chuluotafl #heathrowfl,"#DonaldTrump, #Trump2024, #MAGA, #GOP, #inflation, #prosperity, #america, #jobs, #freedom, #election, #economy, #prosperity, #Election2024, #florida, #floridagop, #centralflorida, #orlando, #sanfordfl, #oviedo, #lakemaryfl, #casselberry, #altamontesprings, #winterspringsflorida, #chuluotafl, #heathrowfl",donaldtrump trump maga gop inflation prosperity america jobs freedom election economy prosperity election florida floridagop centralflorida orlando sanfordfl oviedo lakemaryfl casselberry altamontesprings winterspringsflorida chuluotafl heathrowfl,0.0,0.0,Neutral
"MTFx Media: Finance & Opinions, Not Advice","Intelligence predicts, but only one side’s crystal ball seems to work. Far right’s stuck in a tinfoil haze, far left’s lost in utopia dreams. Trump’s just playing chess while they’re arguing over checkers.  #MAGA #Trump2024","#MAGA, #Trump2024",intelligence predicts one sides crystal ball seems work far rights stuck tinfoil haze far lefts lost utopia dreams trumps playing chess theyre arguing checkers maga trump,0.1,1.0,Positive
XZherron,"Harvard says it won’t bow to Trump’s demands.
Cool—then give back the $9 billion in taxpayer cash.
Josh calls out the DEI circus and Ivy League hypocrisy. #FJBNews #30SecondsOfFury #DefundHarvard #Trump2024 #DEI","#FJBNews, #30SecondsOfFury, #DefundHarvard, #Trump2024, #DEI",harvard says wont bow trumps demands coolthen give back billion taxpayer cash josh calls dei circus ivy league hypocrisy fjbnews secondsoffury defundharvard trump dei,0.0,0.0,Neutral
Stephanie (SRB),Lastly…A Trump -UK trade deal is a distraction. It won’t help workers. It won’t fix the economy. It’s a shiny object meant to cover up a failed record.  #TradePolicy #JDVance #Trump2024,"#TradePolicy, #JDVance, #Trump2024",lastlya trump trade deal distraction wont help workers wont fix economy shiny object meant cover failed record tradepolicy jdvance trump,-0.5,0.3,Negative
XZherron,"Trump’s fining illegals $998 a day for overstaying.
About time someone sent the bill.
Josh says: Break the law? Pay up—or pack up. #FJBNews #30SecondsOfFury #Trump2024 #BorderSecurity #AmericaFirst","#FJBNews, #30SecondsOfFury, #Trump2024, #BorderSecurity, #AmericaFirst",trumps fining illegals day overstaying time someone sent bill josh says break law pay upor pack fjbnews secondsoffury trump bordersecurity americafirst,0.0,0.0,Neutral
XZherron,"Harvard says it won’t bow to Trump’s demands.
Cool—then give back the $9 billion in taxpayer cash.
Josh calls out the DEI circus and Ivy League hypocrisy. #FJBNews #30SecondsOfFury #DefundHarvard #Trump2024 #DEI","#FJBNews, #30SecondsOfFury, #DefundHarvard, #Trump2024, #DEI",harvard says wont bow trumps demands coolthen give back billion taxpayer cash josh calls dei circus ivy league hypocrisy fjbnews secondsoffury defundharvard trump dei,0.0,0.0,Neutral
XZherron,"Trump’s fining illegals $998 a day for overstaying.
About time someone sent the bill.
Josh says: Break the law? Pay up—or pack up. #FJBNews #30SecondsOfFury #Trump2024 #BorderSecurity #AmericaFirst","#FJBNews, #30SecondsOfFury, #Trump2024, #BorderSecurity, #AmericaFirst",trumps fining illegals day overstaying time someone sent bill josh says break law pay upor pack fjbnews secondsoffury trump bordersecurity americafirst,0.0,0.0,Neutral
Irene Armendariz-Jackson,"Here we go again—politicians playing their fear-mongering games to turn Americans against Trump. We know exactly what the Democrats will do, but now the establishment Republicans are showing their true colors once more.  #PoliticalTheater @realDonaldTrump #Trump2024 #TrueColors","#PoliticalTheater, #Trump2024, #TrueColors",againpoliticians playing fearmongering games turn americans trump know exactly democrats establishment republicans showing true colors politicaltheater trump truecolors,0.3,0.45,Positive
Memestocker,The wild card….$GOLD  $AABB #FAFO #ASIA #Mexico #GOLD #MINING #AABB #nvdia #STOCKSTOWATCH #AMC #GME #BBBYQ #MMTLP #OTC #TSLA #GOLD #SILVER #StockMarket #CRYPTO #OTC #SilverSqueeze #MarketManipulation #coins #bullion #Trump #Trump2024 #meme #MAGA #Torresthebull,"#FAFO, #ASIA, #Mexico, #GOLD, #MINING, #AABB, #nvdia, #STOCKSTOWATCH, #AMC, #GME, #BBBYQ, #MMTLP, #OTC, #TSLA, #GOLD, #SILVER, #StockMarket, #CRYPTO, #OTC, #SilverSqueeze, #MarketManipulation, #coins, #bullion, #Trump, #Trump2024, #meme, #MAGA, #Torresthebull",wild cardgold aabb fafo asia mexico gold mining aabb nvdia stockstowatch amc gme bbbyq mmtlp otc tsla gold silver stockmarket crypto otc silversqueeze marketmanipulation coins bullion trump trump meme maga torresthebull,0.1,0.4,Positive
XZherron,"Trump’s attempted assassin finally charged.
206 days of Biden DOJ stonewalling—why the silence?
Josh is asking the questions the media won’t. #FJBNews #30SecondsOfFury #Trump2024 #DOJCorruption #AmericaFirst","#FJBNews, #30SecondsOfFury, #Trump2024, #DOJCorruption, #AmericaFirst",trumps attempted assassin finally charged days biden doj stonewallingwhy silence josh asking questions media wont fjbnews secondsoffury trump dojcorruption americafirst,0.0,1.0,Neutral
MAGA Mike," MAGA PATRIOTS! Secure borders, restore strength, and ditch weak leadership!   Let’s fight for freedom, jobs, and real values. Stand united for America’s future!  @realDonaldTrump #MAGA #Trump2024 #AmericaFirst #RedWave2024","#MAGA, #Trump2024, #AmericaFirst, #RedWave2024",maga patriots secure borders restore strength ditch weak leadership lets fight freedom jobs real values stand united americas future maga trump americafirst redwave,0.05625,0.4125,Positive
Megan Knox,"President Trump is done playing nice.
No more excuses. No more backroom deals.
Every country that’s taken advantage of America is on notice.
We’re bringing jobs BACK. We’re standing UP.
NOBODY is getting off the hook.
America is rising. #Trump2024 #MAGA #AmericaFirst","#Trump2024, #MAGA, #AmericaFirst",president trump done playing nice excuses backroom deals every country thats taken advantage america notice bringing jobs back standing nobody getting hook america rising trump maga americafirst,0.3,0.5,Positive
Tim San Fillippo,"I support it. DEI was never about equity—it was the state-sponsored gospel of mediocrity, division and retribution. Trump didn’t just sign an order. He drove a stake through the heart of a bureaucratic cult. #EndDEI #Trump2024 #MeritMatters","#EndDEI, #Trump2024, #MeritMatters",support dei never equityit statesponsored gospel mediocrity division retribution trump didnt sign order drove stake heart bureaucratic cult enddei trump meritmatters,-0.2,0.2,Negative
Quantum World,"It’s already happening, QFS has gone life already , have you set up your QFS ACCOUNT? #QFS #qfs #America #bankcollaps #bankcrash #bitcoin #inflation #xlm #xrp #XRPCommunity #MAGA #MAGA24 #cryptocurrecy #Trump #Trump2024","#QFS, #qfs, #America, #bankcollaps, #bankcrash, #bitcoin, #inflation, #xlm, #xrp, #XRPCommunity, #MAGA, #MAGA24, #cryptocurrecy, #Trump, #Trump2024",already happening qfs gone life already set qfs account qfs qfs america bankcollaps bankcrash bitcoin inflation xlm xrp xrpcommunity maga maga cryptocurrecy trump trump,0.0,0.0,Neutral
Ratiarison Raymond,"I I’m just a man, like a worm in the dust.
One who can be stepped on, forgotten.
Yet I won’t complain.
May God bless Trump & Elon Musk—
the only leaders who remembered Christians on Easter.
Lord, help us flee Amos 5:18. #Trump2024 #MAGA #ChristianVoice #Faith #Easter #Amos518","#Trump2024, #MAGA, #ChristianVoice, #Faith, #Easter, #Amos518",man like worm dust one stepped forgotten yet wont complain may god bless trump elon musk leaders remembered christians easter lord help flee amos trump maga christianvoice faith easter amos,0.0,0.0,Neutral
Why an Elephant | AI Fan Page,". 

Would've All these Extra Border Patrol Agents be hired and built 57 Vacination sites ?  #Trump2024",#Trump2024,wouldve extra border patrol agents hired built vacination sites trump,0.0,0.1,Neutral
Trumpster,It is my belief that the Republicans (Democrats had USAID) are hiding their family jewels at the Central Bank. Jerome Powell and his team of bandits - and their supreme arrogance - must be fired and replaced. DOGE: AUDIT THE FED!  #MAGA #TRUMP2024 #TRUMP2028,"#MAGA, #TRUMP2024, #TRUMP2028",belief republicans democrats usaid hiding family jewels central bank jerome powell team bandits supreme arrogance must fired replaced doge audit fed maga trump trump,0.0,0.25,Neutral
Miguel Hidalgo,It is my belief that the Republicans (Democrats had USAID) are hiding their family jewels at the Central Bank. Jerome Powell and his team of bandits - and their supreme arrogance - must be fired and replaced. DOGE: AUDIT THE FED!  #MAGA #TRUMP2024 #TRUMP2028,"#MAGA, #TRUMP2024, #TRUMP2028",belief republicans democrats usaid hiding family jewels central bank jerome powell team bandits supreme arrogance must fired replaced doge audit fed maga trump trump,0.0,0.25,Neutral
Jim Grimes,Byron Donalds Hopes to Mend Ties with DeSantis After Backing Trump for President  #Politics #ByronDonalds #RonDeSantis #Trump2024 #GubernatorialRace #EndorsementDrama,"#Politics, #ByronDonalds, #RonDeSantis, #Trump2024, #GubernatorialRace, #EndorsementDrama",byron donalds hopes mend ties desantis backing trump president politics byrondonalds rondesantis trump gubernatorialrace endorsementdrama,0.0,0.0,Neutral
Harshit Jain,"Trumpji firse coal ko uthana chahte hain!     But  it's gonna be a tough uphill battle.   #Trump2024 #CoalPower #EnergyCrisis   Meanwhile,  check out this new AI tech that's making waves!  #AI #TechNews","#Trump2024, #CoalPower, #EnergyCrisis, #AI, #TechNews",trumpji firse coal uthana chahte hain gon tough uphill battle trump coalpower energycrisis meanwhile check new tech thats making waves technews,-0.1262626262626262,0.6439393939393939,Negative
Jon Whiteside,Thanks amd Happy Easter Mr. President...   #Trump2024,#Trump2024,thanks amd happy easter president trump,0.5,0.6,Positive
Caspari Craig,"I disagree with preemptive pardons, especially when it comes to those accused of serious crimes like tampering with evidence and lying to Congress. Let's trust in President Trump to hold those accountable for their actions.  #Trump2024",#Trump2024,disagree preemptive pardons especially comes accused serious crimes like tampering evidence lying congress lets trust president trump hold accountable actions trump,-0.1666666666666666,0.8333333333333333,Negative
Furrh Agnes,"Glad to hear that the new White House Press Secretary, Karoline Leavitt, is being straightforward with information during President Dr. Oz’s administration. Keep up the great work!  #Trump2024",#Trump2024,glad hear new white house press secretary karoline leavitt straightforward information president ozs administration keep great work trump,0.3622727272727272,0.5159090909090909,Positive
Evan Freed Internet Continuity 𝕏,@TheFive  Oh for crying outloud.  @DanaPerino @Gutfeldfox  disappointed $$ @JesseBWatters  show me the $ @KatiePavlich @JessicaTarlov #denial #Trump2024,"#denial, #Trump2024",crying outloud disappointed show denial trump,-0.475,0.675,Negative
Brezelbasti,"So President  @POTUS Remember this statement?
Maybe time for this as Russia is only delaying your so-called peace talks...
Only empty statements... #America #AmericaFirst #MAGA #Trump2024 #TrumpTariffs #Ukraine️","#America, #AmericaFirst, #MAGA, #Trump2024, #TrumpTariffs, #Ukraine",president remember statement maybe time russia delaying socalled peace talks empty statements america americafirst maga trump trumptariffs ukraine,-0.1,0.5,Negative
Roxanne Angis,I voted for Trump and support his administration's efforts to combat illegal immigration because the previous administration failed to protect innocent children from exploitation and human trafficking at our borders.  #Trump2024 #ImmigrationReform,"#Trump2024, #ImmigrationReform",voted trump support administrations efforts combat illegal immigration previous administration failed protect innocent children exploitation human trafficking borders trump immigrationreform,-0.1333333333333333,0.3533333333333333,Negative
Tenant Oliva,I voted for Trump because I believe he will protect our borders and put an end to the human trafficking that was allowed under the previous administration.  #Trump2024,#Trump2024,voted trump believe protect borders put end human trafficking allowed previous administration trump,-0.0833333333333333,0.1333333333333333,Negative
Common Sense Seekers,"Wow! Under Trump's leadership, ICE is taking down criminal networks of illegal alien workers and seizing assets worth millions. This is a great step in securing our borders and protecting American jobs.  #Trump2024",#Trump2024,wow trumps leadership ice taking criminal networks illegal alien workers seizing assets worth millions great step securing borders protecting american jobs trump,0.0071428571428571,0.5214285714285715,Positive
Trump Is My President,"Big_Orange44 here! Ultra MAGA, posting daily patriot fire   #Trump2024 #AmericaFirst . I bring relatable truth, reply fast, & follow back! Join my orange army—repost if you’re ALL IN for MAGA!   #BigOrangeMAGA","#Trump2024, #AmericaFirst, #BigOrangeMAGA",bigorange ultra maga posting daily patriot fire trump americafirst bring relatable truth reply fast follow back join orange armyrepost youre maga bigorangemaga,0.0666666666666666,0.1999999999999999,Positive
Grix Chas,I strongly oppose any preemptive pardon for Liz Cheney or Dr. Fauci. Let them face justice through our legal system.  #Trump2024 #AmericaFirst,"#Trump2024, #AmericaFirst",strongly oppose preemptive pardon liz cheney fauci let face justice legal system trump americafirst,0.3166666666666666,0.4666666666666667,Positive
The Spirit of Rush Limbaugh,"Folks, Pete’s just mad Trump’s winning! His 2020 playbook failed, and now he’s scared of real power. We voted for this—312 to 226 says it all. Sit down, Mayor Pete!  #AmericaFirst #Trump2024","#AmericaFirst, #Trump2024",folks petes mad trumps winning playbook failed hes scared real power voted says sit mayor pete americafirst trump,-0.10625,0.5874999999999999,Negative
Anliker Rhett,"Ilhan Omar's false statements on ICE Immigration Enforcement are appalling. We deserve truth from our representatives, especially when it concerns matters of national security and immigration law compliance.  #Trump2024",#Trump2024,ilhan omars false statements ice immigration enforcement appalling deserve truth representatives especially concerns matters national security immigration law compliance trump,-0.25,0.8333333333333334,Negative
Lindsay Madison,I’m good. Thanks to  #Trump2024,#Trump2024,good thanks trump,0.4499999999999999,0.4,Positive
Harry Kuhry,"Grateful for President Trump signing law banning men from women's sports, protecting female athletes' rights and privacy. Elected Democrats voting against it failed to represent the people they were elected to serve.  #Trump2024",#Trump2024,grateful president trump signing law banning men womens sports protecting female athletes rights privacy elected democrats voting failed represent people elected serve trump,-0.25,0.2333333333333333,Negative
Dark Maga,This sums up why the Democrat Party has a 21% approval rating.. #trump2024 #news #florida #trumprally #conservativenews #fypシ #fyp #conservative #trump #politics #republican #fypシ゚viral #trending #viralvideo #viral #today,"#trump2024, #news, #florida, #trumprally, #conservativenews, #fypシ, #fyp, #conservative, #trump, #politics, #republican, #fypシ, #trending, #viralvideo, #viral, #today",sums democrat party approval rating trump news florida trumprally conservativenews fyp fyp conservative trump politics republican fypviral trending viralvideo viral today,0.0,0.0,Neutral
Southeast PA Republicans,"Thank you, Patriots! I'm now at 5000 followers!  #maga #trump2024","#maga, #trump2024",thank patriots followers maga trump,0.0,0.0,Neutral
The Wrath of Dom,"Post 8/8  
Unanswered: Crooks’ motive, Routh’s plan, Casap’s network. Complex probes delay truth. Public needs clarity on security fixes. Stay tuned—share thoughts! Will justice prevail?  #Trump2024 #SecurityReform #Justice","#Trump2024, #SecurityReform, #Justice",post unanswered crooks motive rouths plan casaps network complex probes delay truth public needs clarity security fixes stay tunedshare thoughts justice prevail trump securityreform justice,-0.1333333333333333,0.2222222222222222,Negative
Divin Michal,"I strongly disagree with Joe Biden's decision to pardon Dr. Fauci, who spread false information about Covid-19. It is crucial that those responsible for misleading the public be held accountable for their actions.  #Trump2024",#Trump2024,strongly disagree joe bidens decision pardon fauci spread false information covid crucial responsible misleading public held accountable actions trump,0.0466666666666666,0.5900000000000001,Positive
MAGAHubX,"TRUTH: Under President Trump, we had a strong border, low inflation & energy independence.

QUESTION: What’s the FIRST thing Trump should fix on DAY ONE in 2025?  Drop your answer below!  #Trump2024 #MAGA #AmericaFirst","#Trump2024, #MAGA, #AmericaFirst",truth president trump strong border low inflation energy independence question whats first thing trump fix day one drop answer trump maga americafirst,0.2277777777777777,0.4555555555555555,Positive
Sophia Gonzalez,America was respected and feared under Trump. Now we’re mocked.  #AmericanPower #Trump2024,"#AmericanPower, #Trump2024",america respected feared trump mocked americanpower trump,0.0,0.0,Neutral
Sophia Gonzalez,Trump understands diplomacy: why provoke Russia when peace through strength works?  #Trump2024 #PeaceNotWar,"#Trump2024, #PeaceNotWar",trump understands diplomacy provoke russia peace strength works trump peacenotwar,0.0,0.0,Neutral
Dolores Lauro,"Disappointing decision by Joe Biden to pardon Dr. Fauci, who should be held accountable for his actions during the pandemic. Let's support President Trump in bringing truth and integrity back to the White House!  #Trump2024",#Trump2024,disappointing decision joe biden pardon fauci held accountable actions pandemic lets support president trump bringing truth integrity back white house trump,-0.1999999999999999,0.2333333333333333,Negative
XZherron,"The White House just confirmed it—COVID came from a lab.
And Fauci’s fingerprints are all over the cover-up.
Josh says: He lied. People died. Lock him up. #FJBNews #30SecondsOfFury #FauciLied #WuhanCoverup #Trump2024","#FJBNews, #30SecondsOfFury, #FauciLied, #WuhanCoverup, #Trump2024",white house confirmed itcovid came lab faucis fingerprints coverup josh says lied people died lock fjbnews secondsoffury faucilied wuhancoverup trump,0.2,0.5,Positive
Rubie Balding,I hope President Trump keeps his promise to decrease inflation and stabilize our economy. We need a strong dollar to afford basic needs and goods.  #Trump2024,#Trump2024,hope president trump keeps promise decrease inflation stabilize economy need strong dollar afford basic needs goods trump,0.2166666666666666,0.4291666666666667,Positive
SattonTV,This for for my boo  @RobertKennedyJr #autism #autismawarenessmonth #autismacceptancemonth #trump #trump2024 #harriswalz #fakenews #rfk #robertfkennedyjr #robertfkennedy,"#autism, #autismawarenessmonth, #autismacceptancemonth, #trump, #trump2024, #harriswalz, #fakenews, #rfk, #robertfkennedyjr, #robertfkennedy",boo autism autismawarenessmonth autismacceptancemonth trump trump harriswalz fakenews rfk robertfkennedyjr robertfkennedy,0.0,0.0,Neutral
Rubie Balding,"Inflation is out of control, and I'm hoping that President Trump will take action to address it. We need a stable economy to thrive.  #Trump2024",#Trump2024,inflation control hoping president trump take action address need stable economy thrive trump,0.1,0.1,Positive
Kenneth Wyatt,This sums up why the Democrat Party has a 21% approval rating.. #trump2024 #news #florida #trumprally #conservativenews #fypシ #fyp #conservative #trump #politics #republican #fypシ゚viral #trending #viralvideo #viral #today,"#trump2024, #news, #florida, #trumprally, #conservativenews, #fypシ, #fyp, #conservative, #trump, #politics, #republican, #fypシ, #trending, #viralvideo, #viral, #today",sums democrat party approval rating trump news florida trumprally conservativenews fyp fyp conservative trump politics republican fypviral trending viralvideo viral today,0.0,0.0,Neutral
F͓̽e͓̽l͓̽o͓̽n͓̽E͓̽N͓̽e͓̽w͓̽s͓̽,Chatgpt biased?  #foryoupagereels #Trump2024 #fyp #breakingnews #today #now #wow #mustwatch,"#foryoupagereels, #Trump2024, #fyp, #breakingnews, #today, #now, #wow, #mustwatch",chatgpt biased foryoupagereels trump fyp breakingnews today wow mustwatch,0.1,1.0,Positive
Kenneth Keenan,President Trump never stopped dancing #reels #usa #ymca #trump2024 #d ...  https:// bwOE?si=nxbXn1Xn9o-YVTDn …  via  @YouTube,"#reels, #usa, #ymca, #trump2024, #d",president trump never stopped dancing reels usa ymca trump bwoesinxbxnxnoyvtdn via,0.0,0.0,Neutral
Yoes Shizue,"The US Military was funding Ukraine Biolabs in 2004, Russia and Putin capitulated to President Trump in July 16, 2018. Great job, President Trump!  #Trump2024 #AmericaFirst","#Trump2024, #AmericaFirst",military funding ukraine biolabs russia putin capitulated president trump july great job president trump trump americafirst,0.35,0.425,Positive
